651.800000   -4.332728  7.39802993e-02
651.800000   -4.336425  6.83799768e-03
651.800000   -4.338341  4.88184564e-03
651.800000   -4.338924  9.07379222e-02
651.800000   -4.343403  5.26611131e-02
651.800000   -4.344819  3.53813986e-02
651.800000   -4.349867  2.90578242e-02
651.800000   -4.350003  2.55003050e-02
651.800000   -4.355400  3.51712798e-03
651.800000   -4.356142  4.44939751e-03
651.800000   -4.471600  1.96381917e-02
651.800000   -4.471995  2.02882826e-02
651.800000   -4.483427  4.79589255e-02
651.800000   -4.483437  4.97717811e-02
651.800000   -4.496930  6.65859588e-02
651.800000   -4.497032  6.04027551e-02
651.800000   -4.510120  4.25165026e-02
651.800000   -4.511969  5.03899517e-02
651.800000   -4.524617  1.68622544e-02
651.800000   -4.524704  1.85099223e-02
651.800000   -4.620988  1.12116103e-01
651.800000   -4.621540  1.81250581e-02
651.800000   -4.623996  4.16102899e-02
651.800000   -4.626655  4.12942914e-03
651.800000   -4.629944  4.74941690e-04
651.800000   -6.630134  7.80999162e-03
651.800000   -6.637882  8.99015326e-04
651.800000   -6.638378  3.26179627e-03
651.800000   -6.703457  3.52774096e-03
651.800000   -6.703457  3.97622001e-03
651.800000   -6.717080  6.21651667e-03
651.800000   -6.717141  9.11480917e-03
651.800000   -6.724052  2.91895248e-03
651.800000   -6.727018  4.82776303e-03
651.800000   -6.743989  8.21559733e-03
651.800000   -6.743993  1.26696807e-02
651.800000   -6.748230  5.18832433e-03
651.800000   -6.748324  5.48571919e-03
651.800000   -6.751028  1.00885560e-03
651.800000   -6.751925  2.04761381e-03
651.800000   -6.828277  3.78733651e-03
651.800000   -6.828390  2.15320812e-03
651.800000   -6.839586  2.09835204e-03
651.800000   -6.840364  3.27568392e-03
651.800000   -6.852438  8.47466092e-03
651.800000   -6.852440  7.54922134e-03
651.800000   -6.860886  1.30993548e-02
651.800000   -6.861336  2.80621894e-03
651.800000   -6.866274  2.52268838e-03
651.800000   -6.871761  1.48292906e-02
651.800000   -6.872163  2.80944309e-03
651.800000   -6.878605  3.50046093e-03
651.800000   -6.890164  6.54205243e-03
651.800000   -6.890728  8.05164797e-03
651.800000   -6.916678  8.49707709e-03
651.800000   -6.916690  8.90696692e-03
651.800000   -6.941983  3.61296655e-03
651.800000   -6.941983  3.28840360e-03
651.800000   -7.012990  6.25655789e-03
651.800000   -7.042421  7.07632937e-03
651.800000   -7.043492  9.11196665e-03
651.800000   -7.044368  3.03558147e-04
651.800000   -7.102689  7.90448282e-03
651.800000   -7.106322  3.70129934e-03
651.800000   -7.107098  2.13197931e-03
651.800000   -7.118740  2.70604913e-03
651.800000   -7.118742  2.99815058e-03
651.800000   -7.167804  6.03323524e-03
651.800000   -7.168666  1.03473009e-03
651.800000   -7.172915  1.11077871e-03
651.800000   -7.183244  2.77626355e-03
651.800000   -7.183249  2.67768497e-03
651.800000   -7.193986  4.14175847e-03
651.800000   -7.194171  4.08546903e-03
651.800000   -7.199647  1.37549581e-03
651.800000   -7.205754  2.54675128e-03
651.800000   -7.236623  9.60100228e-03
651.800000   -7.238241  1.40066577e-03
651.800000   -7.240311  2.34444524e-04
651.800000   -7.295207  4.65515803e-03
651.800000   -7.301430  5.60492722e-03
651.800000   -7.302157  3.18908106e-03
651.800000   -7.306021  1.00534679e-03
651.800000   -7.314006  1.88311105e-03
651.800000   -7.314008  2.09565351e-03
651.800000   -7.346450  6.84856355e-03
651.800000   -7.347443  1.14256260e-03
651.800000   -7.350850  7.56151596e-04
651.800000   -7.386014  5.37904180e-03
651.800000   -7.387858  1.66543052e-03
651.800000   -7.389608  1.92973803e-04
651.800000   -7.416406  5.25462100e-03
651.800000   -7.417325  1.58198884e-03
651.800000   -7.420771  1.16432690e-03
651.800000   -7.423099  3.26049300e-03
651.800000   -7.423173  3.24484855e-03
651.800000   -7.444352  2.84583973e-03
651.800000   -7.444352  3.33670434e-03
651.800000   -7.465621  2.31821198e-03
651.800000   -7.466161  2.19593465e-03
651.800000   -7.513576  2.53273364e-03
651.800000   -7.519934  3.59729227e-03
651.800000   -7.538977  3.71080431e-03
651.800000   -7.539006  3.08120999e-03
651.800000   -7.555055  1.61731166e-03
651.800000   -7.555055  1.58809042e-03
651.800000   -7.561247  7.22264695e-04
651.800000   -7.582448  3.14536891e-03
651.800000   -7.582638  1.26750897e-03
651.800000   -7.590789  2.35843751e-03
651.800000   -7.619533  5.74279355e-03
651.800000   -7.625781  3.09948350e-03
651.800000   -7.626145  3.56908717e-03
651.800000   -7.635454  2.03663090e-03
651.800000   -7.635456  2.40443597e-03
651.800000   -7.803664  1.53720773e-04
651.800000   -7.803664  1.52908241e-04
651.800000   -7.915928  1.40927608e-04
651.800000   -7.918329  6.61654350e-05
651.800000   -7.918329  7.48245655e-05
651.800000   -7.933324  9.24111484e-05
651.800000   -7.973966  6.19769329e-04
651.800000   -8.032433  2.67737961e-04
651.800000   -8.032433  5.05835009e-04
651.800000   -8.071667  1.15974325e-04
651.800000   -8.071667  1.67729161e-04
651.800000   -8.155352  2.31872395e-04
651.800000   -8.167864  3.20829074e-04
651.800000   -8.167864  5.44029705e-04
651.800000   -8.170606  1.19261483e-04
651.800000   -8.232362  2.78282200e-04
651.800000   -8.294058  6.78924470e-04
651.800000   -8.294058  4.80916979e-04
651.800000   -8.303206  1.19692087e-02
651.800000   -8.303398  7.81936713e-03
651.800000   -8.305262  1.46146184e-03
651.800000   -8.305577  1.38359763e-03
651.800000   -8.307342  2.58531106e-04
651.800000   -8.307453  2.29146110e-04
651.800000   -8.376480  7.42308161e-04
651.800000   -8.376480  4.45131374e-04
651.800000   -8.381183  7.11800526e-03
651.800000   -8.381593  7.00282727e-03
651.800000   -8.389226  4.06293872e-03
651.800000   -8.389238  4.23322934e-03
651.800000   -8.399064  1.29484936e-03
651.800000   -8.399064  1.37188928e-03
651.800000   -8.436790  8.02955362e-03
651.800000   -8.437992  5.64792820e-04
651.800000   -8.441261  8.18008100e-04
651.800000   -8.446670  4.61146068e-04
651.800000   -8.466893  4.03331558e-04
651.800000   -8.934985  1.45785665e-04
651.800000   -9.059392  1.58584430e-04
651.800000   -9.059392  1.59963695e-04
651.800000   -9.243724  2.13108823e-04
651.800000   -9.243724  2.03733154e-04
651.800000   -9.334518  2.03387009e-04
651.800000   -9.909300  4.76468558e-04
651.800000   -9.909300  4.83969367e-04
651.800000   -9.931034  3.65803173e-04
651.800000   -9.934826  4.63294785e-04
651.800000   -9.934826  3.24923561e-04
651.800000   -9.971667  5.31121946e-04
651.800000   -9.979419  4.90972627e-04
651.800000  -10.849805  5.41133192e-03
651.800000  -10.853807  7.83835516e-04
651.800000  -10.854779  7.35462662e-04
651.800000  -10.888334  3.53587244e-03
651.800000  -10.888336  2.99298219e-03
651.800000  -10.893970  4.68172775e-03
651.800000  -10.894043  3.70311125e-03
651.800000  -10.897566  8.29580091e-04
651.800000  -10.897766  9.07508467e-04
651.800000  -10.931283  5.87018762e-03
651.800000  -10.931358  4.56660400e-03
651.800000  -10.934245  2.06673115e-03
651.800000  -10.934702  1.67450482e-03
651.800000  -10.936715  4.11565775e-04
651.800000  -10.939790  1.16870282e-03
651.800000  -10.971757  3.95978140e-03
651.800000  -10.972009  2.54520662e-03
651.800000  -10.978281  2.08546991e-03
651.800000  -10.980030  3.72056825e-03
651.800000  -10.982563  4.66735632e-04
651.800000  -10.983386  1.16304831e-04
651.800000  -11.005381  2.03845803e-03
651.800000  -11.005381  1.84987641e-03
651.800000  -11.026096  5.13126158e-03
651.800000  -11.026247  1.97161220e-03
